scheme_code,date,nav
120503,2023-09-07,121.6442
120503,2023-09-08,121.8596
120503,2023-09-11,123.6515
120503,2023-09-12,124.9141
120503,2023-09-13,125.1611
120503,2023-09-14,124.7064
120503,2023-09-15,125.5491
120503,2023-09-18,124.6089
120503,2023-09-19,125.1211
120503,2023-09-20,125.6646
120503,2023-09-21,126.7682
120503,2023-09-22,129.6049
120503,2023-09-25,130.0507
120503,2023-09-26,129.5602
120503,2023-09-27,129.5725
120503,2023-09-28,127.7776
120503,2023-09-29,127.1058
120503,2023-10-02,126.7277
120503,2023-10-03,126.2344
120503,2023-10-04,126.4262
120503,2023-10-05,125.6323
120503,2023-10-06,126.7967
120503,2023-10-09,126.8349
120503,2023-10-10,126.8635
120503,2023-10-11,126.5688
120503,2023-10-12,126.7639
120503,2023-10-13,127.6387
120503,2023-10-16,126.7915
120503,2023-10-17,126.162
120503,2023-10-18,125.8933
120503,2023-10-19,124.5756
120503,2023-10-20,123.7965
120503,2023-10-23,123.362
120503,2023-10-24,124.262
120503,2023-10-25,124.5602
120503,2023-10-26,124.7905
120503,2023-10-27,125.6774
120503,2023-10-30,125.577
120503,2023-10-31,126.007
120503,2023-11-01,125.9407
120503,2023-11-02,126.2458
120503,2023-11-03,125.6952
120503,2023-11-06,123.2805
120503,2023-11-07,123.185
120503,2023-11-08,124.6241
120503,2023-11-09,125.5849
120503,2023-11-10,126.5925
120503,2023-11-13,127.8823
120503,2023-11-14,128.0114
120503,2023-11-15,128.2519
120503,2023-11-16,127.6566
120503,2023-11-17,127.3721
120503,2023-11-20,128.0378
120503,2023-11-21,129.3094
120503,2023-11-22,129.2039
120503,2023-11-23,128.7773
120503,2023-11-24,128.8165
120503,2023-11-27,129.4747
120503,2023-11-28,128.018
120503,2023-11-29,125.7048
120503,2023-11-30,125.1889
120503,2023-12-01,124.0039
120503,2023-12-04,123.537
120503,2023-12-05,123.428
120503,2023-12-06,123.0175
120503,2023-12-07,124.4838
120503,2023-12-08,124.8466
120503,2023-12-11,125.1841
120503,2023-12-12,125.8448
120503,2023-12-13,124.736
120503,2023-12-14,125.8104
120503,2023-12-15,125.7718
120503,2023-12-18,126.4842
120503,2023-12-19,125.4376
120503,2023-12-20,123.916
120503,2023-12-21,124.764
120503,2023-12-22,125.1771
120503,2023-12-25,124.3113
120503,2023-12-26,123.4837
120503,2023-12-27,124.6326
120503,2023-12-28,123.484
120503,2023-12-29,125.1438
120503,2024-01-01,124.2797
120503,2024-01-02,124.9517
120503,2024-01-03,124.6607
120503,2024-01-04,125.2997
120503,2024-01-05,124.7918
120503,2024-01-08,124.6667
120503,2024-01-09,124.745
120503,2024-01-10,123.7822
120503,2024-01-11,124.553
120503,2024-01-12,124.079
120503,2024-01-15,123.8893
120503,2024-01-16,122.9409
120503,2024-01-17,120.4577
120503,2024-01-18,120.3097
120503,2024-01-19,122.6679
120503,2024-01-22,123.4747
120503,2024-01-23,123.4927
120503,2024-01-24,123.27
120503,2024-01-25,123.3292
120503,2024-01-26,123.906
120503,2024-01-29,122.7727
120503,2024-01-30,123.904
120503,2024-01-31,124.6502
120503,2024-02-01,125.4038
120503,2024-02-02,125.8813
120503,2024-02-05,125.9388
120503,2024-02-06,126.6545
120503,2024-02-07,127.2922
120503,2024-02-08,126.9698
120503,2024-02-09,126.4253
120503,2024-02-12,126.5662
120503,2024-02-13,128.1726
120503,2024-02-14,126.9405
120503,2024-02-15,125.4883
120503,2024-02-16,125.6914
120503,2024-02-19,125.7802
120503,2024-02-20,125.9924
120503,2024-02-21,126.2761
120503,2024-02-22,126.0885
120503,2024-02-23,127.6291
120503,2024-02-26,126.0329
120503,2024-02-27,125.2353
120503,2024-02-28,125.1694
120503,2024-02-29,123.5616
120503,2024-03-01,123.4248
120503,2024-03-04,125.1024
120503,2024-03-05,125.1608
120503,2024-03-06,125.4294
120503,2024-03-07,124.2025
120503,2024-03-08,123.6273
120503,2024-03-11,123.2933
120503,2024-03-12,123.0169
120503,2024-03-13,124.3152
120503,2024-03-14,124.9071
120503,2024-03-15,123.8339
120503,2024-03-18,124.1153
120503,2024-03-19,124.6472
120503,2024-03-20,125.8215
120503,2024-03-21,127.4502
120503,2024-03-22,126.4535
120503,2024-03-25,125.6711
120503,2024-03-26,124.4445
120503,2024-03-27,124.2488
120503,2024-03-28,124.7497
120503,2024-03-29,125.7725
120503,2024-04-01,125.7338
120503,2024-04-02,125.4498
120503,2024-04-03,125.6397
120503,2024-04-04,124.838
120503,2024-04-05,126.9623
120503,2024-04-08,125.3674
120503,2024-04-09,125.5903
120503,2024-04-10,127.6612
120503,2024-04-11,127.7064
120503,2024-04-12,127.5506
120503,2024-04-15,127.2241
120503,2024-04-16,127.0787
120503,2024-04-17,128.5125
120503,2024-04-18,126.277
120503,2024-04-19,127.864
120503,2024-04-22,126.4458
120503,2024-04-23,126.214
120503,2024-04-24,125.8184
120503,2024-04-25,126.4486
120503,2024-04-26,124.8699
120503,2024-04-29,125.369
120503,2024-04-30,127.4369
120503,2024-05-01,126.0854
120503,2024-05-02,126.3146
120503,2024-05-03,125.6835
120503,2024-05-06,126.1494
120503,2024-05-07,126.2066
120503,2024-05-08,125.5968
120503,2024-05-09,126.1247
120503,2024-05-10,127.9831
120503,2024-05-13,127.826
120503,2024-05-14,128.6004
120503,2024-05-15,127.3085
120503,2024-05-16,126.3726
120503,2024-05-17,126.8881
120503,2024-05-20,128.4327
120503,2024-05-21,128.8366
120503,2024-05-22,128.5526
120503,2024-05-23,128.5904
120503,2024-05-24,127.3426
120503,2024-05-27,127.9967
120503,2024-05-28,128.9386
120503,2024-05-29,128.5109
120503,2024-05-30,128.0662
120503,2024-05-31,128.3771
120503,2024-06-03,127.967
120503,2024-06-04,127.9377
120503,2024-06-05,130.1252
120503,2024-06-06,129.9071
120503,2024-06-07,129.5736
120503,2024-06-10,128.9413
120503,2024-06-11,129.7476
120503,2024-06-12,129.5984
120503,2024-06-13,128.964
120503,2024-06-14,130.3659
120503,2024-06-17,131.8856
120503,2024-06-18,131.2917
120503,2024-06-19,129.3706
120503,2024-06-20,130.4521
120503,2024-06-21,129.7768
120503,2024-06-24,130.6365
120503,2024-06-25,128.6168
120503,2024-06-26,129.5738
120503,2024-06-27,128.3572
120503,2024-06-28,129.1461
120503,2024-07-01,129.1996
120503,2024-07-02,128.2523
120503,2024-07-03,127.8732
120503,2024-07-04,128.6136
120503,2024-07-05,128.7612
120503,2024-07-08,129.4018
120503,2024-07-09,131.4867
120503,2024-07-10,129.8807
120503,2024-07-11,131.6
120503,2024-07-12,131.7494
120503,2024-07-15,130.8416
120503,2024-07-16,129.4883
120503,2024-07-17,129.3313
120503,2024-07-18,130.3237
120503,2024-07-19,130.2298
120503,2024-07-22,131.8432
120503,2024-07-23,130.3522
120503,2024-07-24,130.3787
120503,2024-07-25,129.1115
120503,2024-07-26,129.5258
120503,2024-07-29,130.4837
120503,2024-07-30,130.0836
120503,2024-07-31,127.4125
120503,2024-08-01,127.6535
120503,2024-08-02,128.1378
120503,2024-08-05,128.5907
120503,2024-08-06,129.9006
120503,2024-08-07,128.8265
120503,2024-08-08,129.5662
120503,2024-08-09,130.8411
120503,2024-08-12,129.0187
120503,2024-08-13,129.3873
120503,2024-08-14,128.9042
120503,2024-08-15,128.8588
120503,2024-08-16,129.2559
120503,2024-08-19,128.7909
120503,2024-08-20,128.1333
120503,2024-08-21,128.2067
120503,2024-08-22,127.1301
120503,2024-08-23,126.0639
120503,2024-08-26,126.7869
120503,2024-08-27,125.6597
120503,2024-08-28,126.3672
120503,2024-08-29,126.8728
120503,2024-08-30,125.1592
120503,2024-09-02,124.5183
120503,2024-09-03,125.7451
120503,2024-09-04,124.7959
120503,2024-09-05,124.3696
120503,2024-09-06,124.8667
120503,2024-09-09,125.6867
120503,2024-09-10,125.4715
120503,2024-09-11,124.9094
120503,2024-09-12,126.3682
120503,2024-09-13,128.164
120503,2024-09-16,129.2061
120503,2024-09-17,129.3331
120503,2024-09-18,128.5356
120503,2024-09-19,127.7202
120503,2024-09-20,128.2924
120503,2024-09-23,128.7603
120503,2024-09-24,130.2427
120503,2024-09-25,130.9595
120503,2024-09-26,129.4241
120503,2024-09-27,130.5521
120503,2024-09-30,129.5488
120503,2024-10-01,129.1898
120503,2024-10-02,129.4871
120503,2024-10-03,131.5932
120503,2024-10-04,134.9067
120503,2024-10-07,135.602
120503,2024-10-08,135.4439
120503,2024-10-09,136.0637
120503,2024-10-10,137.0707
120503,2024-10-11,136.7602
120503,2024-10-14,138.7654
120503,2024-10-15,139.0624
120503,2024-10-16,139.6579
120503,2024-10-17,140.4438
120503,2024-10-18,140.9596
120503,2024-10-21,141.9479
120503,2024-10-22,141.2896
120503,2024-10-23,140.7009
120503,2024-10-24,139.5048
120503,2024-10-25,140.0371
120503,2024-10-28,140.9518
120503,2024-10-29,141.5102
120503,2024-10-30,143.4484
120503,2024-10-31,143.485
120503,2024-11-01,144.2956
120503,2024-11-04,143.0787
120503,2024-11-05,142.6786
120503,2024-11-06,143.5153
120503,2024-11-07,144.5332
120503,2024-11-08,144.2366
120503,2024-11-11,144.1973
120503,2024-11-12,142.4896
120503,2024-11-13,142.1253
120503,2024-11-14,143.1803
120503,2024-11-15,143.8822
120503,2024-11-18,144.5016
120503,2024-11-19,144.6025
120503,2024-11-20,144.6541
120503,2024-11-21,143.9333
120503,2024-11-22,144.7812
120503,2024-11-25,145.3122
120503,2024-11-26,145.9278
120503,2024-11-27,145.3574
120503,2024-11-28,142.897
120503,2024-11-29,144.1941
120503,2024-12-02,143.685
120503,2024-12-03,142.7364
120503,2024-12-04,143.5711
120503,2024-12-05,143.1639
120503,2024-12-06,144.4208
120503,2024-12-09,145.177
120503,2024-12-10,146.0144
120503,2024-12-11,144.4627
120503,2024-12-12,145.9066
120503,2024-12-13,146.2554
120503,2024-12-16,145.8672
120503,2024-12-17,146.0782
120503,2024-12-18,144.0463
120503,2024-12-19,144.5605
120503,2024-12-20,143.4134
120503,2024-12-23,141.9045
120503,2024-12-24,140.2188
120503,2024-12-25,141.509
120503,2024-12-26,140.8391
120503,2024-12-27,142.6094
120503,2024-12-30,142.0409
120503,2024-12-31,140.1434
118632,2022-01-03,99.1368
118632,2022-01-04,100.1466
118632,2022-01-05,100.0518
118632,2022-01-06,99.6429
118632,2022-01-07,99.8004
118632,2022-01-10,100.231
118632,2022-01-11,101.157
118632,2022-01-12,102.3596
118632,2022-01-13,102.0957
118632,2022-01-14,101.0432
118632,2022-01-17,100.7393
118632,2022-01-18,100.9793
118632,2022-01-19,100.231
118632,2022-01-20,99.4936
118632,2022-01-21,99.7971
118632,2022-01-24,99.7882
118632,2022-01-25,99.8443
118632,2022-01-26,99.2684
118632,2022-01-27,99.1152
118632,2022-01-28,98.4121
118632,2022-01-31,99.1425
118632,2022-02-01,99.9933
118632,2022-02-02,98.5465
118632,2022-02-03,97.8432
118632,2022-02-04,96.7012
118632,2022-02-07,96.2273
118632,2022-02-08,96.192
118632,2022-02-09,95.1053
118632,2022-02-10,94.4324
118632,2022-02-11,93.7023
118632,2022-02-14,93.8858
118632,2022-02-15,93.966
118632,2022-02-16,93.4517
118632,2022-02-17,93.6119
118632,2022-02-18,93.2306
118632,2022-02-21,93.0559
118632,2022-02-22,94.3296
118632,2022-02-23,95.3695
118632,2022-02-24,94.4066
118632,2022-02-25,95.0616
118632,2022-02-28,95.7072
118632,2022-03-01,94.8567
118632,2022-03-02,95.5065
118632,2022-03-03,96.7102
118632,2022-03-04,95.8707
118632,2022-03-07,95.1958
118632,2022-03-08,95.9994
118632,2022-03-09,96.2367
118632,2022-03-10,96.6901
118632,2022-03-11,96.9826
118632,2022-03-14,97.3148
118632,2022-03-15,96.3113
118632,2022-03-16,97.1471
118632,2022-03-17,98.0853
118632,2022-03-18,97.9347
118632,2022-03-21,97.93
118632,2022-03-22,96.7599
118632,2022-03-23,97.187
118632,2022-03-24,97.6609
118632,2022-03-25,97.6416
118632,2022-03-28,98.5492
118632,2022-03-29,98.3153
118632,2022-03-30,98.7889
118632,2022-03-31,98.0127
118632,2022-04-01,98.0236
118632,2022-04-04,97.9163
118632,2022-04-05,98.1222
118632,2022-04-06,97.8615
118632,2022-04-07,97.788
118632,2022-04-08,98.4635
118632,2022-04-11,98.149
118632,2022-04-12,96.917
118632,2022-04-13,98.3026
118632,2022-04-14,99.4185
118632,2022-04-15,98.4205
118632,2022-04-18,98.9931
118632,2022-04-19,98.6245
118632,2022-04-20,98.8619
118632,2022-04-21,99.1243
118632,2022-04-22,98.9681
118632,2022-04-25,98.3773
118632,2022-04-26,97.8633
118632,2022-04-27,97.1754
118632,2022-04-28,96.5579
118632,2022-04-29,96.535
118632,2022-05-02,96.0112
118632,2022-05-03,96.5638
118632,2022-05-04,97.7417
118632,2022-05-05,97.3175
118632,2022-05-06,97.5331
118632,2022-05-09,97.9522
118632,2022-05-10,98.3515
118632,2022-05-11,98.4407
118632,2022-05-12,99.0552
118632,2022-05-13,99.467
118632,2022-05-16,98.512
118632,2022-05-17,99.2265
118632,2022-05-18,99.9607
118632,2022-05-19,99.3803
118632,2022-05-20,99.4402
118632,2022-05-23,100.0137
118632,2022-05-24,99.8762
118632,2022-05-25,100.7635
118632,2022-05-26,102.6992
118632,2022-05-27,102.0843
118632,2022-05-30,100.987
118632,2022-05-31,101.2628
118632,2022-06-01,101.8777
118632,2022-06-02,101.7201
118632,2022-06-03,102.9332
118632,2022-06-06,101.8618
118632,2022-06-07,102.457
118632,2022-06-08,101.9912
118632,2022-06-09,103.4247
118632,2022-06-10,105.1043
118632,2022-06-13,104.4912
118632,2022-06-14,104.0632
118632,2022-06-15,104.81
118632,2022-06-16,104.5168
118632,2022-06-17,104.5102
118632,2022-06-20,104.5628
118632,2022-06-21,102.9883
118632,2022-06-22,103.0078
118632,2022-06-23,102.4704
118632,2022-06-24,102.0969
118632,2022-06-27,103.3066
118632,2022-06-28,102.2992
118632,2022-06-29,102.9954
118632,2022-06-30,102.7964
118632,2022-07-01,102.5972
118632,2022-07-04,103.2767
118632,2022-07-05,103.5886
118632,2022-07-06,104.0926
118632,2022-07-07,104.9301
118632,2022-07-08,104.6834
118632,2022-07-11,104.2021
118632,2022-07-12,103.3288
118632,2022-07-13,102.6774
118632,2022-07-14,105.1307
118632,2022-07-15,106.2091
118632,2022-07-18,105.093
118632,2022-07-19,104.0126
118632,2022-07-20,104.4448
118632,2022-07-21,104.9334
118632,2022-07-22,105.4257
118632,2022-07-25,105.2423
118632,2022-07-26,105.1682
118632,2022-07-27,105.4756
118632,2022-07-28,105.5797
118632,2022-07-29,103.7369
118632,2022-08-01,103.5773
118632,2022-08-02,102.9029
118632,2022-08-03,103.078
118632,2022-08-04,105.5706
118632,2022-08-05,105.9127
118632,2022-08-08,105.6788
118632,2022-08-09,106.4898
118632,2022-08-10,106.933
118632,2022-08-11,107.3244
118632,2022-08-12,107.8777
118632,2022-08-15,109.6849
118632,2022-08-16,108.7254
118632,2022-08-17,109.17
118632,2022-08-18,108.3937
118632,2022-08-19,108.9079
118632,2022-08-22,108.1402
118632,2022-08-23,107.8116
118632,2022-08-24,107.5894
118632,2022-08-25,108.4616
118632,2022-08-26,109.2911
118632,2022-08-29,108.2347
118632,2022-08-30,108.3147
118632,2022-08-31,107.7323
118632,2022-09-01,106.68
118632,2022-09-02,106.5268
118632,2022-09-05,106.2959
118632,2022-09-06,108.3914
118632,2022-09-07,108.7993
118632,2022-09-08,107.6329
118632,2022-09-09,107.1789
118632,2022-09-12,108.0868
118632,2022-09-13,109.9251
118632,2022-09-14,108.5633
118632,2022-09-15,106.9632
118632,2022-09-16,108.5963
118632,2022-09-19,108.9673
118632,2022-09-20,108.2431
118632,2022-09-21,108.7385
118632,2022-09-22,106.4783
118632,2022-09-23,106.5131
118632,2022-09-26,106.8244
118632,2022-09-27,107.6463
118632,2022-09-28,106.8055
118632,2022-09-29,106.9107
118632,2022-09-30,106.1513
118632,2022-10-03,106.4
118632,2022-10-04,105.6698
118632,2022-10-05,105.3565
118632,2022-10-06,104.5488
118632,2022-10-07,105.1248
118632,2022-10-10,105.8783
118632,2022-10-11,105.7113
118632,2022-10-12,105.7754
118632,2022-10-13,104.5813
118632,2022-10-14,104.3619
118632,2022-10-17,104.3513
118632,2022-10-18,106.5705
118632,2022-10-19,105.6545
118632,2022-10-20,106.9237
118632,2022-10-21,107.8085
118632,2022-10-24,108.0829
118632,2022-10-25,109.6359
118632,2022-10-26,109.9952
118632,2022-10-27,110.3706
118632,2022-10-28,110.3568
118632,2022-10-31,111.4702
118632,2022-11-01,112.4814
118632,2022-11-02,111.9521
118632,2022-11-03,110.8042
118632,2022-11-04,110.6575
118632,2022-11-07,109.9824
118632,2022-11-08,109.9595
118632,2022-11-09,111.0811
118632,2022-11-10,110.708
118632,2022-11-11,110.7033
118632,2022-11-14,110.7879
118632,2022-11-15,111.5731
118632,2022-11-16,109.601
118632,2022-11-17,109.102
118632,2022-11-18,109.3191
118632,2022-11-21,110.4014
118632,2022-11-22,110.0001
118632,2022-11-23,108.3817
118632,2022-11-24,108.9516
118632,2022-11-25,108.4305
118632,2022-11-28,107.431
118632,2022-11-29,106.9267
118632,2022-11-30,106.8009
118632,2022-12-01,106.3162
118632,2022-12-02,104.4722
118632,2022-12-05,105.2533
118632,2022-12-06,106.3584
118632,2022-12-07,106.9446
118632,2022-12-08,106.0034
118632,2022-12-09,105.8643
118632,2022-12-12,105.8905
118632,2022-12-13,106.4296
118632,2022-12-14,107.0305
118632,2022-12-15,106.434
118632,2022-12-16,106.5358
118632,2022-12-19,106.9575
118632,2022-12-20,108.2352
118632,2022-12-21,108.8777
118632,2022-12-22,109.5977
118632,2022-12-23,109.704
118632,2022-12-26,110.9748
118632,2022-12-27,111.3719
118632,2022-12-28,110.6381
118632,2022-12-29,111.9134
118632,2022-12-30,112.5718
118632,2023-01-02,112.2066
118632,2023-01-03,111.8099
118632,2023-01-04,112.1087
118632,2023-01-05,112.5577
118632,2023-01-06,112.7692
118632,2023-01-09,113.0838
118632,2023-01-10,114.6557
118632,2023-01-11,115.6729
118632,2023-01-12,115.884
118632,2023-01-13,116.7915
118632,2023-01-16,115.8618
118632,2023-01-17,116.2654
118632,2023-01-18,117.9831
118632,2023-01-19,117.8127
118632,2023-01-20,117.0492
118632,2023-01-23,116.4737
118632,2023-01-24,115.4933
118632,2023-01-25,114.8029
118632,2023-01-26,114.497
118632,2023-01-27,113.2439
118632,2023-01-30,113.292
118632,2023-01-31,114.1438
118632,2023-02-01,113.3491
118632,2023-02-02,114.7608
118632,2023-02-03,115.2642
118632,2023-02-06,116.2491
118632,2023-02-07,115.6722
118632,2023-02-08,116.4976
118632,2023-02-09,115.5149
118632,2023-02-10,116.3723
118632,2023-02-13,116.5672
118632,2023-02-14,117.1181
118632,2023-02-15,116.0517
118632,2023-02-16,115.2555
118632,2023-02-17,115.8408
118632,2023-02-20,114.9967
118632,2023-02-21,115.4573
118632,2023-02-22,114.2292
118632,2023-02-23,115.0385
118632,2023-02-24,113.9388
118632,2023-02-27,114.4764
118632,2023-02-28,115.0837
118632,2023-03-01,114.4767
118632,2023-03-02,115.0441
118632,2023-03-03,115.3183
118632,2023-03-06,114.8558
118632,2023-03-07,113.9635
118632,2023-03-08,112.2084
118632,2023-03-09,112.5559
118632,2023-03-10,111.1806
118632,2023-03-13,111.2988
118632,2023-03-14,111.0976
118632,2023-03-15,111.7346
118632,2023-03-16,111.4981
118632,2023-03-17,111.2377
118632,2023-03-20,111.9223
118632,2023-03-21,112.2559
118632,2023-03-22,112.5735
118632,2023-03-23,113.0299
118632,2023-03-24,111.6753
118632,2023-03-27,112.3849
118632,2023-03-28,112.9693
118632,2023-03-29,112.0843
118632,2023-03-30,111.8991
118632,2023-03-31,111.8975
118632,2023-04-03,111.8107
118632,2023-04-04,112.1428
118632,2023-04-05,113.4606
118632,2023-04-06,114.4766
118632,2023-04-07,113.3092
118632,2023-04-10,113.907
118632,2023-04-11,115.1522
118632,2023-04-12,115.5431
118632,2023-04-13,116.5862
118632,2023-04-14,118.498
118632,2023-04-17,119.504
118632,2023-04-18,119.7782
118632,2023-04-19,120.8156
118632,2023-04-20,120.9918
118632,2023-04-21,121.0513
118632,2023-04-24,120.7473
118632,2023-04-25,122.2937
118632,2023-04-26,121.5297
118632,2023-04-27,123.056
118632,2023-04-28,123.585
118632,2023-05-01,122.2386
118632,2023-05-02,122.6348
118632,2023-05-03,120.6113
118632,2023-05-04,121.251
118632,2023-05-05,122.1461
118632,2023-05-08,121.6039
118632,2023-05-09,121.7606
118632,2023-05-10,123.7006
118632,2023-05-11,123.2372
118632,2023-05-12,122.2302
118632,2023-05-15,123.7157
118632,2023-05-16,125.6953
118632,2023-05-17,125.7367
118632,2023-05-18,126.7918
118632,2023-05-19,128.1906
118632,2023-05-22,127.4676
118632,2023-05-23,127.011
118632,2023-05-24,128.2997
118632,2023-05-25,130.0677
118632,2023-05-26,130.6925
118632,2023-05-29,129.8118
118632,2023-05-30,131.9143
118632,2023-05-31,131.3935
118632,2023-06-01,131.0806
118632,2023-06-02,131.479
118632,2023-06-05,133.1531
118632,2023-06-06,134.1027
118632,2023-06-07,134.5881
118632,2023-06-08,135.1273
118632,2023-06-09,135.2148
118632,2023-06-12,135.8591
118632,2023-06-13,133.1506
118632,2023-06-14,132.8746
118632,2023-06-15,133.171
118632,2023-06-16,131.9847
118632,2023-06-19,132.4322
118632,2023-06-20,132.2553
118632,2023-06-21,134.1523
118632,2023-06-22,135.8808
118632,2023-06-23,135.4152
118632,2023-06-26,135.2924
118632,2023-06-27,135.2529
118632,2023-06-28,134.8048
118632,2023-06-29,135.0556
118632,2023-06-30,134.2768
118632,2023-07-03,133.1026
118632,2023-07-04,133.8056
118632,2023-07-05,134.5196
118632,2023-07-06,133.6944
118632,2023-07-07,134.6921
118632,2023-07-10,134.052
118632,2023-07-11,134.3637
118632,2023-07-12,135.2858
118632,2023-07-13,135.29
118632,2023-07-14,135.8228
118632,2023-07-17,135.3024
118632,2023-07-18,135.1303
118632,2023-07-19,134.9483
118632,2023-07-20,134.1828
118632,2023-07-21,134.0333
118632,2023-07-24,132.413
118632,2023-07-25,131.9324
118632,2023-07-26,131.6713
118632,2023-07-27,131.441
118632,2023-07-28,131.2265
118632,2023-07-31,131.201
118632,2023-08-01,131.7436
118632,2023-08-02,132.7048
118632,2023-08-03,132.0548
118632,2023-08-04,130.8233
118632,2023-08-07,129.7719
118632,2023-08-08,129.3051
118632,2023-08-09,128.9798
118632,2023-08-10,128.224
118632,2023-08-11,126.9329
118632,2023-08-14,126.5078
118632,2023-08-15,126.7294
118632,2023-08-16,127.3707
118632,2023-08-17,126.8409
118632,2023-08-18,126.4599
118632,2023-08-21,125.5603
118632,2023-08-22,125.5664
118632,2023-08-23,124.7518
118632,2023-08-24,125.3612
118632,2023-08-25,123.6078
118632,2023-08-28,123.2892
118632,2023-08-29,123.6232
118632,2023-08-30,123.8421
118632,2023-08-31,126.5473
118632,2023-09-01,126.9394
118632,2023-09-04,125.9579
118632,2023-09-05,125.8995
118632,2023-09-06,124.1482
118632,2023-09-07,124.1054
118632,2023-09-08,123.3155
118632,2023-09-11,124.2556
118632,2023-09-12,123.7466
118632,2023-09-13,123.6681
118632,2023-09-14,123.0765
118632,2023-09-15,124.8255
118632,2023-09-18,124.5421
118632,2023-09-19,126.4053
118632,2023-09-20,127.2666
118632,2023-09-21,127.7955
118632,2023-09-22,128.2109
118632,2023-09-25,128.6532
118632,2023-09-26,126.7078
118632,2023-09-27,126.4631
118632,2023-09-28,127.3561
118632,2023-09-29,127.3445
118632,2023-10-02,125.9512
118632,2023-10-03,125.9362
118632,2023-10-04,127.6908
118632,2023-10-05,129.0028
118632,2023-10-06,128.9776
118632,2023-10-09,129.998
118632,2023-10-10,129.6558
118632,2023-10-11,127.9274
118632,2023-10-12,127.0196
118632,2023-10-13,128.6459
118632,2023-10-16,128.4025
118632,2023-10-17,128.191
118632,2023-10-18,127.922
118632,2023-10-19,129.909
118632,2023-10-20,131.6378
118632,2023-10-23,134.0139
118632,2023-10-24,133.8836
118632,2023-10-25,134.2404
118632,2023-10-26,132.6519
118632,2023-10-27,134.259
118632,2023-10-30,133.045
118632,2023-10-31,133.3157
118632,2023-11-01,132.1854
118632,2023-11-02,131.6023
118632,2023-11-03,130.7603
118632,2023-11-06,130.1636
118632,2023-11-07,129.6413
118632,2023-11-08,129.1115
118632,2023-11-09,130.011
118632,2023-11-10,128.9009
118632,2023-11-13,129.167
118632,2023-11-14,130.4643
118632,2023-11-15,129.9678
118632,2023-11-16,129.2603
118632,2023-11-17,129.0607
118632,2023-11-20,130.3175
118632,2023-11-21,130.559
118632,2023-11-22,130.0433
118632,2023-11-23,130.5857
118632,2023-11-24,129.4733
118632,2023-11-27,130.2179
118632,2023-11-28,130.6826
118632,2023-11-29,130.4
118632,2023-11-30,129.5643
118632,2023-12-01,128.6842
118632,2023-12-04,129.2733
118632,2023-12-05,130.5831
118632,2023-12-06,129.9565
118632,2023-12-07,130.4721
118632,2023-12-08,128.3328
118632,2023-12-11,127.7711
118632,2023-12-12,127.7777
118632,2023-12-13,126.8861
118632,2023-12-14,125.9736
118632,2023-12-15,125.3384
118632,2023-12-18,125.669
118632,2023-12-19,125.5183
118632,2023-12-20,123.3085
118632,2023-12-21,121.2535
118632,2023-12-22,120.7012
118632,2023-12-25,121.1793
118632,2023-12-26,118.5521
118632,2023-12-27,118.1138
118632,2023-12-28,117.6519
118632,2023-12-29,118.994
118632,2024-01-01,118.6631
118632,2024-01-02,119.0623
118632,2024-01-03,119.2326
118632,2024-01-04,117.2361
118632,2024-01-05,117.9917
118632,2024-01-08,118.2305
118632,2024-01-09,118.7467
118632,2024-01-10,122.5121
118632,2024-01-11,120.5062
118632,2024-01-12,122.2051
118632,2024-01-15,121.9607
118632,2024-01-16,122.2777
118632,2024-01-17,122.2698
118632,2024-01-18,121.8915
118632,2024-01-19,121.3724
118632,2024-01-22,121.7288
118632,2024-01-23,120.2878
118632,2024-01-24,121.0462
118632,2024-01-25,120.6795
118632,2024-01-26,119.6247
118632,2024-01-29,119.2299
118632,2024-01-30,120.4648
118632,2024-01-31,119.985
118632,2024-02-01,120.3651
118632,2024-02-02,119.6974
118632,2024-02-05,120.459
118632,2024-02-06,121.1558
118632,2024-02-07,122.9839
118632,2024-02-08,122.848
118632,2024-02-09,123.542
118632,2024-02-12,123.676
118632,2024-02-13,124.9953
118632,2024-02-14,124.314
118632,2024-02-15,125.0922
118632,2024-02-16,124.9349
118632,2024-02-19,124.9082
118632,2024-02-20,125.0374
118632,2024-02-21,125.3272
118632,2024-02-22,125.2482
118632,2024-02-23,125.501
118632,2024-02-26,127.1231
118632,2024-02-27,128.1634
118632,2024-02-28,129.093
118632,2024-02-29,128.6612
118632,2024-03-01,127.7846
118632,2024-03-04,128.7995
118632,2024-03-05,129.7408
118632,2024-03-06,131.3082
118632,2024-03-07,130.7132
118632,2024-03-08,130.5123
118632,2024-03-11,128.8397
118632,2024-03-12,128.4738
118632,2024-03-13,129.5366
118632,2024-03-14,129.0921
118632,2024-03-15,129.7923
118632,2024-03-18,129.6334
118632,2024-03-19,130.0083
118632,2024-03-20,128.8537
118632,2024-03-21,128.9802
118632,2024-03-22,125.9325
118632,2024-03-25,125.782
118632,2024-03-26,124.179
118632,2024-03-27,125.4144
118632,2024-03-28,126.232
118632,2024-03-29,126.7411
118632,2024-04-01,128.3213
118632,2024-04-02,127.3857
118632,2024-04-03,129.2046
118632,2024-04-04,130.2069
118632,2024-04-05,129.9996
118632,2024-04-08,131.2196
118632,2024-04-09,130.0976
118632,2024-04-10,129.2785
118632,2024-04-11,128.6879
118632,2024-04-12,128.1819
