investor_id,scheme_code,transaction_date,amount,nav,units_allotted,transaction_type
INV0046,120841,2022-12-10,5000,104.8563,47.6843,SIP
INV0046,120841,2023-01-10,1000,101.9669,9.8071,SIP
INV0046,120841,2023-02-10,5000,104.5481,47.8249,SIP
INV0046,120841,2023-03-10,2000,92.5198,21.617,SIP
INV0046,120841,2023-04-10,10000,92.3666,108.2642,SIP
INV0046,120841,2023-05-10,10000,94.4727,105.8507,SIP
INV0046,120841,2023-06-10,2000,93.1026,21.4817,SIP
INV0046,120841,2023-07-10,1000,92.1881,10.8474,SIP
INV0046,120841,2023-08-10,5000,85.5857,58.421,SIP
INV0046,120841,2023-09-10,5000,88.131,56.7337,SIP
INV0046,120841,2023-10-10,5000,84.8532,58.9253,SIP
INV0047,118632,2022-01-17,5000,99.1368,50.4354,SIP
INV0047,118632,2022-02-17,5000,99.1425,50.4325,SIP
INV0047,118632,2022-03-17,2000,95.7072,20.8971,SIP
INV0047,118632,2022-04-17,5000,98.5492,50.7361,SIP
INV0047,118632,2022-05-17,2000,98.3773,20.3299,SIP
INV0047,118632,2022-06-17,5000,100.0137,49.9932,SIP
INV0047,118632,2022-07-17,5000,104.5628,47.8182,SIP
INV0047,118632,2022-08-17,5000,105.093,47.5769,SIP
INV0048,120841,2022-01-27,5000,100.74,49.6327,SIP
INV0048,120841,2022-02-27,2000,101.6005,19.6849,SIP
INV0048,120841,2022-03-27,2000,104.3452,19.1671,SIP
INV0048,120841,2022-04-27,1000,106.8133,9.3621,SIP
INV0048,120841,2022-05-27,10000,100.3761,99.6253,SIP
INV0048,120841,2022-06-27,1000,98.9045,10.1108,SIP
INV0048,120841,2022-07-27,1000,100.0384,9.9962,SIP
INV0048,120841,2022-08-27,2000,100.1724,19.9656,SIP
INV0048,120841,2022-09-27,5000,100.0286,49.9857,SIP
INV0048,120841,2022-10-27,5000,103.4615,48.3272,SIP
INV0048,120841,2022-11-27,10000,102.6914,97.3791,SIP
INV0048,120841,2022-12-27,10000,104.8563,95.3686,SIP
INV0048,120841,2023-01-27,10000,101.9669,98.071,SIP
INV0048,120841,2023-02-27,10000,104.5481,95.6498,SIP
INV0048,120841,2023-03-27,1000,92.5198,10.8085,SIP
INV0048,120841,2023-04-27,1000,92.3666,10.8264,SIP
INV0048,120841,2023-05-27,5000,94.4727,52.9253,SIP
INV0048,120841,2023-06-27,1000,93.1026,10.7408,SIP
INV0048,120841,2023-07-27,5000,92.1881,54.2369,SIP
INV0048,120841,2023-08-27,5000,85.5857,58.421,SIP
INV0048,120841,2023-09-27,5000,88.131,56.7337,SIP
INV0048,120841,2023-10-27,5000,84.8532,58.9253,SIP
INV0049,120841,2022-01-27,1000,100.74,9.9265,SIP
INV0049,120841,2022-02-27,1000,101.6005,9.8425,SIP
INV0049,120841,2022-03-27,1000,104.3452,9.5836,SIP
INV0049,120841,2022-04-27,2000,106.8133,18.7243,SIP
INV0049,120841,2022-05-27,10000,100.3761,99.6253,SIP
INV0049,120841,2022-06-27,10000,98.9045,101.1076,SIP
INV0049,120841,2022-07-27,5000,100.0384,49.9808,SIP
INV0049,120841,2022-08-27,5000,100.1724,49.9139,SIP
INV0049,120841,2022-09-27,1000,100.0286,9.9971,SIP
INV0049,120841,2022-10-27,1000,103.4615,9.6654,SIP
INV0049,120841,2022-11-27,10000,102.6914,97.3791,SIP
INV0049,120841,2022-12-27,10000,104.8563,95.3686,SIP
INV0049,120841,2023-01-27,1000,101.9669,9.8071,SIP
INV0049,120841,2023-02-27,5000,104.5481,47.8249,SIP
INV0050,119551,2022-01-18,10000,99.6824,100.3186,SIP
INV0050,119551,2022-02-18,10000,104.351,95.8304,SIP
INV0050,119551,2022-03-18,2000,104.3793,19.1609,SIP
INV0050,119551,2022-04-18,2000,107.8514,18.544,SIP
INV0050,119551,2022-05-18,1000,113.4733,8.8126,SIP
INV0050,119551,2022-06-18,5000,124.8005,40.0639,SIP
INV0050,119551,2022-07-18,10000,131.0093,76.3305,SIP
INV0050,119551,2022-08-18,1000,130.4033,7.6685,SIP
INV0050,119551,2022-09-18,2000,134.1613,14.9074,SIP
INV0050,119551,2022-10-18,1000,129.4599,7.7244,SIP
INV0050,119551,2022-11-18,2000,132.1114,15.1387,SIP
INV0050,119551,2022-12-18,5000,143.9159,34.7425,SIP
INV0050,119551,2023-01-18,2000,145.9481,13.7035,SIP
INV0050,119551,2023-02-18,1000,147.1921,6.7938,SIP
INV0050,119551,2023-03-18,5000,148.1782,33.7432,SIP
INV0050,119551,2023-04-18,2000,152.6631,13.1007,SIP
INV0050,119551,2023-05-18,10000,164.5828,60.7597,SIP
INV0050,119551,2023-06-18,2000,171.3529,11.6718,SIP
INV0050,119551,2023-07-18,5000,166.4297,30.0427,SIP
INV0050,119551,2023-08-18,1000,169.9164,5.8852,SIP
INV0050,119551,2023-09-18,5000,169.7675,29.452,SIP
INV0051,125497,2022-01-10,5000,100.084,49.958,SIP
INV0051,125497,2022-02-10,10000,96.0431,104.1199,SIP
INV0051,125497,2022-03-10,2000,94.2141,21.2282,SIP
INV0051,125497,2022-04-10,10000,96.8195,103.285,SIP
INV0051,125497,2022-05-10,10000,94.1036,106.2659,SIP
INV0051,125497,2022-06-10,5000,97.9538,51.0445,SIP
INV0051,125497,2022-07-10,2000,95.6602,20.9073,SIP
INV0051,125497,2022-08-10,10000,97.7369,102.3155,SIP
INV0051,125497,2022-09-10,2000,101.9073,19.6257,SIP
INV0051,125497,2022-10-10,1000,101.7798,9.8251,SIP
INV0051,125497,2022-11-10,10000,108.7035,91.9934,SIP
INV0051,125497,2022-12-10,5000,107.1836,46.6489,SIP
INV0051,125497,2023-01-10,5000,106.6334,46.8896,SIP
INV0051,125497,2023-02-10,10000,106.9338,93.5158,SIP
INV0051,125497,2023-03-10,2000,107.7527,18.561,SIP
INV0051,125497,2023-04-10,1000,113.7198,8.7935,SIP
INV0051,125497,2023-05-10,1000,115.0508,8.6918,SIP
INV0051,125497,2023-06-10,5000,113.9154,43.8922,SIP
INV0051,125497,2023-07-10,5000,117.7204,42.4735,SIP
INV0051,125497,2023-08-10,2000,119.1476,16.7859,SIP
INV0051,125497,2023-09-10,5000,124.7162,40.091,SIP
INV0051,125497,2023-10-10,2000,122.9486,16.267,SIP
INV0051,125497,2023-11-10,10000,118.4269,84.4403,SIP
INV0052,125497,2022-01-12,1000,100.084,9.9916,SIP
INV0052,125497,2022-02-12,1000,96.0431,10.412,SIP
INV0052,125497,2022-03-12,10000,94.2141,106.1412,SIP
INV0052,125497,2022-04-12,2000,96.8195,20.657,SIP
INV0052,125497,2022-05-12,1000,94.1036,10.6266,SIP
INV0052,125497,2022-06-12,2000,97.9538,20.4178,SIP
INV0052,125497,2022-07-12,10000,95.6602,104.5367,SIP
INV0052,125497,2022-08-12,10000,97.7369,102.3155,SIP
INV0052,125497,2022-09-12,2000,101.9073,19.6257,SIP
INV0052,125497,2022-10-12,10000,101.7798,98.2513,SIP
INV0052,125497,2022-11-12,1000,108.7035,9.1993,SIP
INV0052,125497,2022-12-12,10000,107.1836,93.2979,SIP
INV0053,118632,2022-01-09,10000,99.1368,100.8707,SIP
INV0053,118632,2022-02-09,2000,99.1425,20.173,SIP
INV0053,118632,2022-03-09,1000,95.7072,10.4485,SIP
INV0053,118632,2022-04-09,2000,98.5492,20.2944,SIP
INV0053,118632,2022-05-09,2000,98.3773,20.3299,SIP
INV0053,118632,2022-06-09,5000,100.0137,49.9932,SIP
INV0053,118632,2022-07-09,5000,104.5628,47.8182,SIP
INV0053,118632,2022-08-09,10000,105.093,95.1538,SIP
INV0053,118632,2022-09-09,5000,109.6849,45.5851,SIP
INV0053,118632,2022-10-09,5000,108.0868,46.2591,SIP
INV0053,118632,2022-11-09,5000,105.8783,47.224,SIP
INV0053,118632,2022-12-09,2000,109.9824,18.1847,SIP
INV0053,118632,2023-01-09,2000,105.2533,19.0018,SIP
INV0053,118632,2023-02-09,5000,112.2066,44.5607,SIP
INV0053,118632,2023-03-09,1000,113.292,8.8267,SIP
INV0054,119092,2022-01-22,2000,100.7036,19.8603,SIP
INV0054,119092,2022-02-22,1000,92.1863,10.8476,SIP
INV0054,119092,2022-03-22,2000,93.0263,21.4993,SIP
INV0054,119092,2022-04-22,2000,94.215,21.228,SIP
INV0054,119092,2022-05-22,5000,97.8941,51.0756,SIP
INV0054,119092,2022-06-22,10000,98.5036,101.5191,SIP
INV0054,119092,2022-07-22,10000,103.6119,96.514,SIP
INV0054,119092,2022-08-22,2000,104.9232,19.0616,SIP
INV0054,119092,2022-09-22,5000,105.2856,47.4899,SIP
INV0054,119092,2022-10-22,10000,108.9619,91.7752,SIP
INV0055,118632,2022-01-15,10000,99.1368,100.8707,SIP
INV0055,118632,2022-02-15,10000,99.1425,100.8649,SIP
INV0055,118632,2022-03-15,1000,95.7072,10.4485,SIP
INV0055,118632,2022-04-15,1000,98.5492,10.1472,SIP
INV0055,118632,2022-05-15,2000,98.3773,20.3299,SIP
INV0055,118632,2022-06-15,10000,100.0137,99.9863,SIP
INV0055,118632,2022-07-15,5000,104.5628,47.8182,SIP
INV0055,118632,2022-08-15,5000,105.093,47.5769,SIP
INV0055,118632,2022-09-15,10000,109.6849,91.1703,SIP
INV0055,118632,2022-10-15,2000,108.0868,18.5036,SIP
INV0055,118632,2022-11-15,5000,105.8783,47.224,SIP
INV0055,118632,2022-12-15,10000,109.9824,90.9236,SIP
INV0055,118632,2023-01-15,10000,105.2533,95.0089,SIP
INV0055,118632,2023-02-15,2000,112.2066,17.8243,SIP
INV0055,118632,2023-03-15,10000,113.292,88.2675,SIP
INV0055,118632,2023-04-15,5000,114.4764,43.6771,SIP
INV0055,118632,2023-05-15,1000,112.3849,8.898,SIP
INV0055,118632,2023-06-15,2000,120.7473,16.5635,SIP
INV0055,118632,2023-07-15,10000,127.4676,78.4513,SIP
INV0055,118632,2023-08-15,2000,132.4322,15.1021,SIP
INV0055,118632,2023-09-15,10000,135.3024,73.9085,SIP
INV0055,118632,2023-10-15,1000,126.5078,7.9047,SIP
INV0055,118632,2023-11-15,2000,124.2556,16.0959,SIP
INV0055,118632,2023-12-15,10000,129.998,76.9243,SIP
INV0055,118632,2024-01-15,1000,130.1636,7.6826,SIP
INV0055,118632,2024-02-15,5000,129.2733,38.6777,SIP
INV0055,118632,2024-03-15,10000,118.6631,84.2722,SIP
INV0055,118632,2024-04-15,1000,119.2299,8.3872,SIP
INV0055,118632,2024-05-15,1000,127.1231,7.8664,SIP
INV0055,118632,2024-06-15,2000,125.782,15.9005,SIP
INV0055,118632,2024-07-15,10000,126.2169,79.2287,SIP
INV0055,118632,2024-08-15,5000,126.761,39.4443,SIP
INV0056,118632,2022-01-09,1000,99.1368,10.0871,SIP
INV0056,118632,2022-02-09,2000,99.1425,20.173,SIP
INV0056,118632,2022-03-09,10000,95.7072,104.4853,SIP
INV0056,118632,2022-04-09,1000,98.5492,10.1472,SIP
INV0056,118632,2022-05-09,1000,98.3773,10.1649,SIP
INV0056,118632,2022-06-09,10000,100.0137,99.9863,SIP
INV0056,118632,2022-07-09,5000,104.5628,47.8182,SIP
INV0056,118632,2022-08-09,1000,105.093,9.5154,SIP
INV0056,118632,2022-09-09,10000,109.6849,91.1703,SIP
INV0056,118632,2022-10-09,2000,108.0868,18.5036,SIP
INV0056,118632,2022-11-09,2000,105.8783,18.8896,SIP
INV0056,118632,2022-12-09,10000,109.9824,90.9236,SIP
INV0056,118632,2023-01-09,1000,105.2533,9.5009,SIP
INV0056,118632,2023-02-09,10000,112.2066,89.1213,SIP
INV0056,118632,2023-03-09,10000,113.292,88.2675,SIP
INV0056,118632,2023-04-09,1000,114.4764,8.7354,SIP
INV0056,118632,2023-05-09,5000,112.3849,44.49,SIP
INV0056,118632,2023-06-09,5000,120.7473,41.4088,SIP
INV0056,118632,2023-07-09,2000,127.4676,15.6903,SIP
INV0056,118632,2023-08-09,5000,132.4322,37.7552,SIP
INV0056,118632,2023-09-09,10000,135.3024,73.9085,SIP
INV0056,118632,2023-10-09,1000,126.5078,7.9047,SIP
INV0056,118632,2023-11-09,2000,124.2556,16.0959,SIP
INV0056,118632,2023-12-09,5000,129.998,38.4621,SIP
INV0057,118632,2022-01-06,5000,99.1368,50.4354,SIP
INV0057,118632,2022-02-06,10000,99.1425,100.8649,SIP
INV0057,118632,2022-03-06,1000,95.7072,10.4485,SIP
INV0057,118632,2022-04-06,10000,98.5492,101.4722,SIP
INV0057,118632,2022-05-06,10000,98.3773,101.6495,SIP
INV0057,118632,2022-06-06,10000,100.0137,99.9863,SIP
INV0057,118632,2022-07-06,1000,104.5628,9.5636,SIP
INV0057,118632,2022-08-06,2000,105.093,19.0308,SIP
INV0057,118632,2022-09-06,10000,109.6849,91.1703,SIP
INV0057,118632,2022-10-06,2000,108.0868,18.5036,SIP
INV0057,118632,2022-11-06,2000,105.8783,18.8896,SIP
INV0057,118632,2022-12-06,5000,109.9824,45.4618,SIP
INV0057,118632,2023-01-06,5000,105.2533,47.5044,SIP
INV0057,118632,2023-02-06,2000,112.2066,17.8243,SIP
INV0058,120503,2022-01-14,5000,100.1712,49.9145,SIP
INV0058,120503,2022-02-14,5000,95.4081,52.4065,SIP
INV0058,120503,2022-03-14,1000,100.1007,9.9899,SIP
INV0058,120503,2022-04-14,1000,103.0488,9.7041,SIP
INV0058,120503,2022-05-14,1000,108.6111,9.2072,SIP
INV0058,120503,2022-06-14,2000,111.7822,17.8919,SIP
INV0058,120503,2022-07-14,1000,116.4106,8.5903,SIP
INV0058,120503,2022-08-14,2000,118.7931,16.836,SIP
INV0058,120503,2022-09-14,10000,122.4277,81.6809,SIP
INV0058,120503,2022-10-14,10000,127.8003,78.2471,SIP
INV0058,120503,2022-11-14,1000,122.5472,8.1601,SIP
INV0058,120503,2022-12-14,1000,118.941,8.4075,SIP
INV0058,120503,2023-01-14,10000,115.2354,86.7789,SIP
INV0058,120503,2023-02-14,2000,115.8075,17.27,SIP
INV0058,120503,2023-03-14,2000,120.0202,16.6639,SIP
INV0058,120503,2023-04-14,1000,119.1557,8.3924,SIP
INV0058,120503,2023-05-14,1000,121.5422,8.2276,SIP
INV0058,120503,2023-06-14,1000,117.4413,8.5149,SIP
INV0058,120503,2023-07-14,10000,122.8816,81.3791,SIP
INV0058,120503,2023-08-14,5000,127.4106,39.2432,SIP
INV0058,120503,2023-09-14,1000,128.7803,7.7652,SIP
INV0058,120503,2023-10-14,2000,129.264,15.4722,SIP
INV0058,120503,2023-11-14,5000,123.6515,40.4362,SIP
INV0058,120503,2023-12-14,2000,126.8349,15.7685,SIP
INV0058,120503,2024-01-14,5000,123.2805,40.5579,SIP
INV0058,120503,2024-02-14,10000,123.537,80.9474,SIP
INV0058,120503,2024-03-14,5000,124.2797,40.2318,SIP
INV0058,120503,2024-04-14,2000,122.7727,16.2903,SIP
INV0058,120503,2024-05-14,5000,126.0329,39.6722,SIP
INV0058,120503,2024-06-14,10000,125.6711,79.5728,SIP
INV0058,120503,2024-07-14,2000,126.4458,15.8171,SIP
INV0058,120503,2024-08-14,1000,128.4327,7.7862,SIP
INV0058,120503,2024-09-14,5000,131.8856,37.9116,SIP
INV0058,120503,2024-10-14,2000,130.8416,15.2857,SIP
INV0059,118632,2022-01-02,1000,99.1368,10.0871,SIP
INV0059,118632,2022-02-02,5000,99.1425,50.4325,SIP
INV0059,118632,2022-03-02,10000,95.7072,104.4853,SIP
INV0059,118632,2022-04-02,10000,98.5492,101.4722,SIP
INV0059,118632,2022-05-02,5000,98.3773,50.8247,SIP
INV0059,118632,2022-06-02,2000,100.0137,19.9973,SIP
INV0059,118632,2022-07-02,2000,104.5628,19.1273,SIP
INV0059,118632,2022-08-02,5000,105.093,47.5769,SIP
INV0059,118632,2022-09-02,2000,109.6849,18.2341,SIP
INV0059,118632,2022-10-02,2000,108.0868,18.5036,SIP
INV0059,118632,2022-11-02,2000,105.8783,18.8896,SIP
INV0059,118632,2022-12-02,5000,109.9824,45.4618,SIP
INV0059,118632,2023-01-02,1000,105.2533,9.5009,SIP
INV0059,118632,2023-02-02,10000,112.2066,89.1213,SIP
INV0059,118632,2023-03-02,1000,113.292,8.8267,SIP
INV0059,118632,2023-04-02,2000,114.4764,17.4708,SIP
INV0059,118632,2023-05-02,5000,112.3849,44.49,SIP
INV0059,118632,2023-06-02,10000,120.7473,82.8176,SIP
INV0059,118632,2023-07-02,2000,127.4676,15.6903,SIP
INV0059,118632,2023-08-02,10000,132.4322,75.5103,SIP
INV0059,118632,2023-09-02,10000,135.3024,73.9085,SIP
INV0059,118632,2023-10-02,1000,126.5078,7.9047,SIP
INV0059,118632,2023-11-02,2000,124.2556,16.0959,SIP
INV0059,118632,2023-12-02,10000,129.998,76.9243,SIP
INV0059,118632,2024-01-02,1000,130.1636,7.6826,SIP
INV0059,118632,2024-02-02,5000,129.2733,38.6777,SIP
INV0059,118632,2024-03-02,10000,118.6631,84.2722,SIP
INV0059,118632,2024-04-02,2000,119.2299,16.7743,SIP
INV0059,118632,2024-05-02,5000,127.1231,39.332,SIP
INV0059,118632,2024-06-02,10000,125.782,79.5026,SIP
INV0060,118632,2022-01-10,2000,99.1368,20.1741,SIP
INV0060,118632,2022-02-10,2000,99.1425,20.173,SIP
INV0060,118632,2022-03-10,2000,95.7072,20.8971,SIP
INV0060,118632,2022-04-10,2000,98.5492,20.2944,SIP
INV0060,118632,2022-05-10,10000,98.3773,101.6495,SIP
INV0060,118632,2022-06-10,5000,100.0137,49.9932,SIP
INV0060,118632,2022-07-10,5000,104.5628,47.8182,SIP
INV0060,118632,2022-08-10,1000,105.093,9.5154,SIP
INV0060,118632,2022-09-10,2000,109.6849,18.2341,SIP
INV0060,118632,2022-10-10,10000,108.0868,92.5182,SIP
INV0060,118632,2022-11-10,10000,105.8783,94.4481,SIP
INV0060,118632,2022-12-10,1000,109.9824,9.0924,SIP
INV0060,118632,2023-01-10,5000,105.2533,47.5044,SIP
INV0060,118632,2023-02-10,10000,112.2066,89.1213,SIP
INV0060,118632,2023-03-10,1000,113.292,8.8267,SIP
INV0060,118632,2023-04-10,5000,114.4764,43.6771,SIP
INV0060,118632,2023-05-10,10000,112.3849,88.9799,SIP
INV0060,118632,2023-06-10,2000,120.7473,16.5635,SIP
INV0060,118632,2023-07-10,1000,127.4676,7.8451,SIP
INV0060,118632,2023-08-10,10000,132.4322,75.5103,SIP
INV0060,118632,2023-09-10,1000,135.3024,7.3909,SIP
INV0060,118632,2023-10-10,1000,126.5078,7.9047,SIP
INV0060,118632,2023-11-10,1000,124.2556,8.0479,SIP
INV0060,118632,2023-12-10,2000,129.998,15.3849,SIP
INV0060,118632,2024-01-10,5000,130.1636,38.4132,SIP
INV0060,118632,2024-02-10,5000,129.2733,38.6777,SIP
INV0060,118632,2024-03-10,10000,118.6631,84.2722,SIP
INV0060,118632,2024-04-10,2000,119.2299,16.7743,SIP
INV0060,118632,2024-05-10,5000,127.1231,39.332,SIP
INV0061,118632,2022-01-05,5000,99.1368,50.4354,SIP
INV0061,118632,2022-02-05,2000,99.1425,20.173,SIP
INV0061,118632,2022-03-05,2000,95.7072,20.8971,SIP
INV0061,118632,2022-04-05,5000,98.5492,50.7361,SIP
INV0061,118632,2022-05-05,5000,98.3773,50.8247,SIP
INV0061,118632,2022-06-05,2000,100.0137,19.9973,SIP
INV0061,118632,2022-07-05,10000,104.5628,95.6363,SIP
INV0061,118632,2022-08-05,2000,105.093,19.0308,SIP
INV0061,118632,2022-09-05,5000,109.6849,45.5851,SIP
INV0061,118632,2022-10-05,2000,108.0868,18.5036,SIP
INV0061,118632,2022-11-05,5000,105.8783,47.224,SIP
INV0061,118632,2022-12-05,10000,109.9824,90.9236,SIP
INV0061,118632,2023-01-05,2000,105.2533,19.0018,SIP
INV0061,118632,2023-02-05,10000,112.2066,89.1213,SIP
INV0061,118632,2023-03-05,2000,113.292,17.6535,SIP
INV0061,118632,2023-04-05,2000,114.4764,17.4708,SIP
INV0061,118632,2023-05-05,5000,112.3849,44.49,SIP
INV0061,118632,2023-06-05,1000,120.7473,8.2818,SIP
INV0061,118632,2023-07-05,5000,127.4676,39.2257,SIP
INV0061,118632,2023-08-05,2000,132.4322,15.1021,SIP
INV0061,118632,2023-09-05,1000,135.3024,7.3909,SIP
INV0061,118632,2023-10-05,1000,126.5078,7.9047,SIP
INV0061,118632,2023-11-05,10000,124.2556,80.4793,SIP
INV0061,118632,2023-12-05,2000,129.998,15.3849,SIP
INV0061,118632,2024-01-05,5000,130.1636,38.4132,SIP
INV0061,118632,2024-02-05,1000,129.2733,7.7355,SIP
INV0061,118632,2024-03-05,1000,118.6631,8.4272,SIP
INV0061,118632,2024-04-05,5000,119.2299,41.9358,SIP
INV0061,118632,2024-05-05,5000,127.1231,39.332,SIP
INV0061,118632,2024-06-05,1000,125.782,7.9503,SIP
INV0061,118632,2024-07-05,5000,126.2169,39.6143,SIP
INV0061,118632,2024-08-05,10000,126.761,78.8886,SIP
INV0061,118632,2024-09-05,1000,128.0944,7.8067,SIP
INV0061,118632,2024-10-05,10000,122.3672,81.7212,SIP
INV0061,118632,2024-11-05,2000,119.0141,16.8047,SIP
INV0062,125497,2022-01-04,5000,100.084,49.958,SIP
INV0062,125497,2022-02-04,10000,96.0431,104.1199,SIP
INV0062,125497,2022-03-04,1000,94.2141,10.6141,SIP
INV0062,125497,2022-04-04,10000,96.8195,103.285,SIP
INV0062,125497,2022-05-04,2000,94.1036,21.2532,SIP
INV0062,125497,2022-06-04,10000,97.9538,102.0889,SIP
INV0062,125497,2022-07-04,10000,95.6602,104.5367,SIP
INV0062,125497,2022-08-04,1000,97.7369,10.2316,SIP
INV0062,125497,2022-09-04,10000,101.9073,98.1284,SIP
INV0062,125497,2022-10-04,5000,101.7798,49.1257,SIP
INV0062,125497,2022-11-04,1000,108.7035,9.1993,SIP
INV0062,125497,2022-12-04,5000,107.1836,46.6489,SIP
INV0062,125497,2023-01-04,1000,106.6334,9.3779,SIP
INV0062,125497,2023-02-04,2000,106.9338,18.7032,SIP
INV0062,125497,2023-03-04,2000,107.7527,18.561,SIP
INV0062,125497,2023-04-04,2000,113.7198,17.5871,SIP
INV0062,125497,2023-05-04,10000,115.0508,86.9181,SIP
INV0062,125497,2023-06-04,2000,113.9154,17.5569,SIP
INV0062,125497,2023-07-04,1000,117.7204,8.4947,SIP
INV0062,125497,2023-08-04,2000,119.1476,16.7859,SIP
INV0062,125497,2023-09-04,1000,124.7162,8.0182,SIP
INV0062,125497,2023-10-04,5000,122.9486,40.6674,SIP
INV0062,125497,2023-11-04,10000,118.4269,84.4403,SIP
INV0062,125497,2023-12-04,5000,120.1911,41.6004,SIP
INV0062,125497,2024-01-04,5000,120.405,41.5265,SIP
INV0062,125497,2024-02-04,2000,116.3667,17.187,SIP
INV0062,125497,2024-03-04,2000,110.009,18.1803,SIP
INV0062,125497,2024-04-04,2000,112.2875,17.8114,SIP
INV0063,120503,2022-01-12,5000,100.1712,49.9145,SIP
INV0063,120503,2022-02-12,10000,95.4081,104.8129,SIP
INV0063,120503,2022-03-12,5000,100.1007,49.9497,SIP
INV0063,120503,2022-04-12,5000,103.0488,48.5207,SIP
INV0063,120503,2022-05-12,10000,108.6111,92.0716,SIP
INV0063,120503,2022-06-12,1000,111.7822,8.946,SIP
INV0063,120503,2022-07-12,1000,116.4106,8.5903,SIP
INV0063,120503,2022-08-12,2000,118.7931,16.836,SIP
INV0063,120503,2022-09-12,10000,122.4277,81.6809,SIP
INV0063,120503,2022-10-12,2000,127.8003,15.6494,SIP
INV0063,120503,2022-11-12,5000,122.5472,40.8006,SIP
INV0063,120503,2022-12-12,1000,118.941,8.4075,SIP
INV0063,120503,2023-01-12,10000,115.2354,86.7789,SIP
INV0063,120503,2023-02-12,10000,115.8075,86.3502,SIP
INV0063,120503,2023-03-12,10000,120.0202,83.3193,SIP
INV0063,120503,2023-04-12,1000,119.1557,8.3924,SIP
INV0063,120503,2023-05-12,2000,121.5422,16.4552,SIP
INV0064,119092,2022-01-18,5000,100.7036,49.6507,SIP
INV0064,119092,2022-02-18,2000,92.1863,21.6952,SIP
INV0064,119092,2022-03-18,5000,93.0263,53.7482,SIP
INV0064,119092,2022-04-18,5000,94.215,53.0701,SIP
INV0064,119092,2022-05-18,10000,97.8941,102.1512,SIP
INV0064,119092,2022-06-18,10000,98.5036,101.5191,SIP
INV0064,119092,2022-07-18,1000,103.6119,9.6514,SIP
INV0064,119092,2022-08-18,1000,104.9232,9.5308,SIP
INV0064,119092,2022-09-18,1000,105.2856,9.498,SIP
INV0064,119092,2022-10-18,10000,108.9619,91.7752,SIP
INV0064,119092,2022-11-18,1000,113.2009,8.8339,SIP
INV0064,119092,2022-12-18,1000,106.9192,9.3529,SIP
INV0064,119092,2023-01-18,10000,108.9582,91.7783,SIP
INV0064,119092,2023-02-18,2000,113.5477,17.6137,SIP
INV0064,119092,2023-03-18,10000,116.3644,85.9369,SIP
INV0064,119092,2023-04-18,2000,118.7463,16.8426,SIP
INV0064,119092,2023-05-18,10000,118.697,84.2481,SIP
INV0064,119092,2023-06-18,1000,112.6428,8.8776,SIP
INV0064,119092,2023-07-18,5000,115.7025,43.2143,SIP
INV0064,119092,2023-08-18,5000,112.6811,44.373,SIP
INV0065,119551,2022-01-02,5000,99.6824,50.1593,SIP
INV0065,119551,2022-02-02,2000,104.351,19.1661,SIP
INV0065,119551,2022-03-02,10000,104.3793,95.8044,SIP
INV0065,119551,2022-04-02,10000,107.8514,92.7202,SIP
INV0065,119551,2022-05-02,5000,113.4733,44.0632,SIP
INV0065,119551,2022-06-02,10000,124.8005,80.1279,SIP
INV0065,119551,2022-07-02,2000,131.0093,15.2661,SIP
INV0065,119551,2022-08-02,5000,130.4033,38.3426,SIP
INV0065,119551,2022-09-02,2000,134.1613,14.9074,SIP
INV0065,119551,2022-10-02,10000,129.4599,77.244,SIP
INV0065,119551,2022-11-02,2000,132.1114,15.1387,SIP
INV0065,119551,2022-12-02,5000,143.9159,34.7425,SIP
INV0065,119551,2023-01-02,2000,145.9481,13.7035,SIP
INV0065,119551,2023-02-02,10000,147.1921,67.9384,SIP
INV0065,119551,2023-03-02,1000,148.1782,6.7486,SIP
INV0066,120503,2022-01-14,2000,100.1712,19.9658,SIP
INV0066,120503,2022-02-14,1000,95.4081,10.4813,SIP
INV0066,120503,2022-03-14,10000,100.1007,99.8994,SIP
INV0066,120503,2022-04-14,2000,103.0488,19.4083,SIP
INV0066,120503,2022-05-14,2000,108.6111,18.4143,SIP
INV0066,120503,2022-06-14,1000,111.7822,8.946,SIP
INV0066,120503,2022-07-14,5000,116.4106,42.9514,SIP
INV0066,120503,2022-08-14,10000,118.7931,84.18,SIP
INV0067,120841,2022-01-14,1000,100.74,9.9265,SIP
INV0067,120841,2022-02-14,5000,101.6005,49.2124,SIP
INV0067,120841,2022-03-14,10000,104.3452,95.8357,SIP
INV0067,120841,2022-04-14,5000,106.8133,46.8106,SIP
INV0067,120841,2022-05-14,1000,100.3761,9.9625,SIP
INV0067,120841,2022-06-14,1000,98.9045,10.1108,SIP
INV0067,120841,2022-07-14,10000,100.0384,99.9616,SIP
INV0067,120841,2022-08-14,2000,100.1724,19.9656,SIP
INV0067,120841,2022-09-14,1000,100.0286,9.9971,SIP
INV0067,120841,2022-10-14,1000,103.4615,9.6654,SIP
INV0067,120841,2022-11-14,10000,102.6914,97.3791,SIP
INV0067,120841,2022-12-14,10000,104.8563,95.3686,SIP
INV0067,120841,2023-01-14,10000,101.9669,98.071,SIP
INV0067,120841,2023-02-14,1000,104.5481,9.565,SIP
INV0067,120841,2023-03-14,5000,92.5198,54.0425,SIP
INV0067,120841,2023-04-14,1000,92.3666,10.8264,SIP
INV0067,120841,2023-05-14,10000,94.4727,105.8507,SIP
